Year,Term,YearTerm,Subject,Number,Course Title,Sched Type,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Primary Instructor,Students,European Semester,Average Numeric Grade
2021,Summer,2021-su,THEA,101,Introduction to Theatre Arts,ONL,19,3,0,0,0,0,0,1,0,0,0,1,1,0,"Carlson, Vincent J",25,SoSe,1.3719999999999999
2021,Winter,2021-wi,ACCY,200,Fundamentals of Accounting,ONL,3,31,8,15,9,11,6,6,1,1,0,3,1,0,"Silhan, Peter A",95,WiSe,1.813684210526316
2021,Winter,2021-wi,ACCY,202,Accounting and Accountancy II,ONL,1,6,1,4,9,1,2,5,1,0,1,0,0,0,"Shapland, Julia P",31,WiSe,2.0354838709677416
2021,Winter,2021-wi,ACCY,410,Advanced Financial Reporting,ONL,9,6,3,1,2,3,1,1,0,0,0,0,1,0,"Penn, Michael W",27,WiSe,1.5629629629629629
2021,Winter,2021-wi,ACCY,503,Managerial Accounting,ONL,12,96,75,44,44,9,4,4,1,1,2,0,0,0,"Hecht, Gary W",292,WiSe,1.4616438356164383
2021,Winter,2021-wi,ACCY,503,Managerial Accounting,ONL,0,7,7,2,7,1,2,0,0,0,0,0,0,0,"Hecht, Gary W",26,WiSe,1.5846153846153845
2021,Winter,2021-wi,ACE,240,Personal Financial Planning,ONL,5,5,5,6,13,5,2,0,0,0,0,0,0,1,"Stoddard, Paul B",41,WiSe,1.6975609756097563
2021,Winter,2021-wi,AFRO,100,Intro to African American St,ONL,11,21,7,3,7,1,3,0,1,1,1,0,6,0,"McMillion, Desiree Y",62,WiSe,1.7999999999999998
2021,Winter,2021-wi,ANSC,205,World Animal Resources,ONL,63,17,3,1,3,2,0,0,1,0,0,0,1,0,"Emmert, Jason L",91,WiSe,1.1483516483516483
2021,Winter,2021-wi,ANSC,250,Companion Animals in Society,ONL,12,12,3,2,2,0,0,1,0,2,0,0,2,0,"Richardson, Sarah D",36,WiSe,1.547222222222222
2021,Winter,2021-wi,ANTH,246,Forensic Science,ONL,8,29,5,5,2,0,0,5,0,1,1,0,1,0,"Yim, An-Di",57,WiSe,1.468421052631579
2021,Winter,2021-wi,ATMS,120,Severe and Hazardous Weather,ONL,3,44,8,10,33,8,3,8,1,5,1,0,4,3,"Choate, Jessica J",128,WiSe,1.8492187500000001
2021,Winter,2021-wi,BADM,300,The Legal Environment of Bus,ONL,93,64,9,8,5,1,2,0,0,0,0,2,0,0,"Wright, Margaret",184,WiSe,1.133695652173913
2021,Winter,2021-wi,BADM,310,Mgmt and Organizational Beh,ONL,0,125,57,41,22,4,6,0,1,1,2,0,7,0,"Gill, Shahbaz",266,WiSe,1.4593984962406015
2021,Winter,2021-wi,BADM,320,Principles of Marketing,ONL,0,193,19,19,5,0,1,0,0,0,0,1,2,0,"Gill, Shahbaz",240,WiSe,1.1541666666666666
2021,Winter,2021-wi,BADM,350,IT for Networked Organizations,ONL,0,28,6,3,1,0,1,1,2,1,1,0,1,0,"Sachdev, Vishal",45,WiSe,1.508888888888889
2021,Winter,2021-wi,BADM,380,International Business,ONL,19,13,6,1,3,4,2,1,0,3,0,0,0,0,"Bucheli, Marcelo",52,WiSe,1.465384615384615
2021,Winter,2021-wi,CHEM,102,General Chemistry I,ONL,2,4,5,6,6,8,9,10,11,13,6,5,7,8,"Marville, Kelly",92,WiSe,2.959782608695652
2021,Winter,2021-wi,CHEM,104,General Chemistry II,ONL,6,15,4,17,20,19,19,25,18,1,4,4,6,1,"Ray, Christian R",158,WiSe,2.4772151898734176
2021,Winter,2021-wi,CHEM,232,Elementary Organic Chemistry I,ONL,1,17,2,2,16,3,4,13,4,2,3,1,5,1,"Kell, David A",73,WiSe,2.3917808219178087
2021,Winter,2021-wi,CHLH,101,Introduction to Public Health,ONL,9,10,9,5,10,1,1,4,0,0,1,0,0,0,"Adamson, Brynn C",50,WiSe,1.604
2021,Winter,2021-wi,CHLH,206,Human Sexuality,ONL,1,11,2,3,4,3,0,2,0,0,0,0,0,0,"Rinaldi-Miles, Anna I",26,WiSe,1.5615384615384615
2021,Winter,2021-wi,CHLH,243,Drug Use and Abuse,ONL,34,2,5,1,3,1,2,1,0,0,0,0,0,1,"Kersh, Renique",49,WiSe,1.2428571428571429
2021,Winter,2021-wi,CLCV,224,Amer Race&Ethnicity ClasicTrad,OLC,5,13,5,0,1,0,2,0,0,0,0,0,0,0,"Merkley, Kyle G",26,WiSe,1.2269230769230768
2021,Winter,2021-wi,CS,105,Intro Computing: Non-Tech,OLC,16,16,6,4,5,5,2,2,1,0,1,0,2,1,"Fowler, Maxwell L",60,WiSe,1.6133333333333333
2021,Winter,2021-wi,CS,173,Discrete Structures,OLC,8,15,11,2,5,3,2,1,0,0,0,0,0,0,"Ludden, Ian G",47,WiSe,1.4042553191489362
2021,Winter,2021-wi,CS,173,Discrete Structures,OLC,3,12,5,5,7,2,2,0,1,0,0,0,2,1,"Lin, Patrick",39,WiSe,1.7256410256410255
2021,Winter,2021-wi,CS,411,Database Systems,OLC,24,73,31,15,13,14,4,6,5,0,3,3,3,1,"Alawini, Abdussalam A",194,WiSe,1.5783505154639175
2021,Winter,2021-wi,CS,411,Database Systems,OLC,5,14,5,3,1,1,0,0,0,0,0,0,0,0,"Alawini, Abdussalam A",29,WiSe,1.2034482758620688
2021,Winter,2021-wi,CS,421,Progrmg Languages & Compilers,OLC,26,24,8,1,4,0,0,2,0,0,1,0,2,0,"Butler, Liia M",68,WiSe,1.325
2021,Winter,2021-wi,CS,421,Progrmg Languages & Compilers,OLC,23,17,6,4,4,2,0,4,0,0,3,0,3,0,"Beckman, Mattox A",66,WiSe,1.609090909090909
2021,Winter,2021-wi,DANC,100,Intro to Contemporary Dance,ONL,30,7,3,2,0,0,0,0,0,0,0,0,0,0,"Sapozhnikov, Anna",42,WiSe,1.0547619047619048
2021,Winter,2021-wi,DANC,100,Intro to Contemporary Dance,ONL,9,25,2,2,1,0,0,0,0,0,1,0,0,0,"Mininsohn, Sarah M",40,WiSe,1.15
2021,Winter,2021-wi,ECE,210,Analog Signal Processing,ONL,2,6,5,3,7,3,1,2,7,4,2,0,5,1,"Chen, Xu",47,WiSe,2.55531914893617
2021,Winter,2021-wi,ECE,220,Computer Systems & Programming,ONL,13,6,4,6,2,0,1,2,0,0,0,0,1,0,"Chen, Yuting W",35,WiSe,1.4885714285714287
2021,Winter,2021-wi,ECE,310,Digital Signal Processing,ONL,6,10,9,9,8,6,4,1,0,1,0,0,0,0,"Radhakrishnan, Chandrasek",54,WiSe,1.6722222222222223
2021,Winter,2021-wi,ECE,313,Probability with Engrg Applic,ONL,5,8,7,13,15,7,1,29,0,1,2,2,7,2,"Alvarez, Juan",97,WiSe,2.4257731958762885
2021,Winter,2021-wi,ECE,329,Fields and Waves I,ONL,9,9,3,4,3,3,0,4,1,0,1,0,0,0,"Kudeki, Erhan",37,WiSe,1.645945945945946
2021,Winter,2021-wi,ECON,102,Microeconomic Principles,ONL,0,94,0,0,1,0,0,0,0,0,1,0,3,1,"Vazquez, Jose J",99,WiSe,1.1616161616161615
2021,Winter,2021-wi,ECON,103,Macroeconomic Principles,ONL,8,20,20,21,8,6,8,5,1,1,0,0,2,0,"McDermott, Eric M",100,WiSe,1.7309999999999999
2021,Winter,2021-wi,ECON,203,Economic Statistics II,ONL,19,8,5,7,7,3,3,15,5,0,0,2,13,1,"Armendariz Buau, Ramses Y",87,WiSe,2.4080459770114944
2021,Winter,2021-wi,ECON,302,Inter Microeconomic Theory,ONL,50,44,22,18,20,10,11,18,6,5,8,7,5,1,"Buckley, Bryan D",224,WiSe,1.8986607142857144
2021,Winter,2021-wi,ECON,303,Inter Macroeconomic Theory,ONL,4,14,8,5,11,2,2,2,9,0,0,0,5,2,"McDermott, Eric M",62,WiSe,2.0903225806451617
2021,Winter,2021-wi,ECON,415,Environmental Economics,ONL,0,6,8,6,14,3,2,5,3,1,0,0,1,0,"Buckley, Bryan D",49,WiSe,2.051020408163265
2021,Winter,2021-wi,ECON,420,International Economics,ONL,3,18,13,6,9,2,2,1,0,0,0,0,0,0,"DiIanni, Isaac",54,WiSe,1.464814814814815
2021,Winter,2021-wi,ECON,437,Game Theory,ONL,2,11,11,6,12,1,3,6,5,0,1,1,0,2,"Armendariz Buau, Ramses Y",59,WiSe,1.9440677966101696
2021,Winter,2021-wi,EOL,568,"Diversity, Leadership & Policy",ONL,0,43,2,1,1,0,0,0,0,0,1,0,0,0,"Roegman, Rachel",48,WiSe,1.1104166666666668
2021,Winter,2021-wi,FAA,220,Introduction to Fashion,ONL,14,10,1,3,0,0,0,1,0,0,0,0,0,0,"Becker, Susan E",29,WiSe,1.1517241379310343
2021,Winter,2021-wi,FIN,221,Corporate Finance,ONL,19,109,16,9,8,1,0,2,0,0,1,0,0,0,"Dyer, Michael A",165,WiSe,1.1660606060606062
2021,Winter,2021-wi,FIN,435,Personal Wealth Management,ONL,0,10,9,4,2,1,0,0,0,0,0,0,0,0,"Raskie, Sterling",26,WiSe,1.3384615384615384
2021,Winter,2021-wi,FSHN,120,Contemporary Nutrition,ONL,0,58,0,0,13,0,0,6,0,0,3,0,0,1,"Burkhalter, Toni M",80,WiSe,1.425
2021,Winter,2021-wi,GEOG,101,Global Development&Environment,ONL,10,15,1,1,3,0,0,1,0,0,0,0,0,0,"Zaimi, Rea",31,WiSe,1.1935483870967742
2021,Winter,2021-wi,GEOL,118,Natural Disasters,ONL,8,2,4,2,1,0,2,0,1,1,0,0,0,0,"Altaner, Stephen P",21,WiSe,1.5714285714285714
2021,Winter,2021-wi,HDFS,105,Intro to Human Development,ONL,25,4,5,3,0,2,1,0,0,1,0,0,1,0,"Theisen, Jaclyn C",42,WiSe,1.3476190476190477
2021,Winter,2021-wi,HIST,100,Global History,ONL,0,9,4,1,6,1,1,3,0,0,1,0,5,0,"Chmiel, Agata A",31,WiSe,2.2870967741935484
2021,Winter,2021-wi,IB,150,Organismal & Evolutionary Biol,ONL,3,21,13,9,11,4,7,2,5,0,0,0,3,3,"Clegg, Benjamin F",78,WiSe,1.8435897435897437
2021,Winter,2021-wi,IS,504,Reference and Info Services,ONL,9,11,0,1,1,0,0,0,0,0,0,0,0,0,"Wong, Melissa A",22,WiSe,1.0772727272727272
2021,Winter,2021-wi,JOUR,200,Introduction to Journalism,ONL,5,31,10,11,7,3,3,4,3,1,1,1,4,1,"Holden, Benjamin A",84,WiSe,1.7928571428571431
2021,Winter,2021-wi,KIN,122,Physical Activity and Health,ONL,3,7,10,7,2,3,3,1,2,0,0,1,4,0,"Richards, Alicia",43,WiSe,2.041860465116279
2021,Winter,2021-wi,KIN,340,Soc & Psych of Phys Activity,ONL,0,17,17,11,5,3,4,3,2,1,0,0,2,2,"Petruzzello, Steven J",65,WiSe,1.7661538461538462
2021,Winter,2021-wi,MATH,220,Calculus,ONL,0,1,3,5,8,1,0,6,0,0,0,0,2,0,"Carpenter, Bruce",26,WiSe,2.2961538461538464
2021,Winter,2021-wi,MATH,231,Calculus II,ONL,7,5,3,6,0,4,5,4,0,0,1,1,2,1,"Folwaczny, Lena C",38,WiSe,2.081578947368421
2021,Winter,2021-wi,MATH,231,Calculus II,ONL,0,3,6,5,5,5,3,3,1,2,1,0,3,5,"Carpenter, Bruce",37,WiSe,2.3675675675675674
2021,Winter,2021-wi,MATH,241,Calculus III,ONL,7,6,6,3,7,3,2,4,2,2,0,2,0,0,"Ahmed, Iftikhar",44,WiSe,1.9727272727272724
2021,Winter,2021-wi,MATH,241,Calculus III,ONL,3,11,3,2,3,4,3,2,0,2,3,1,6,2,"Carpenter, Bruce",43,WiSe,2.425581395348837
2021,Winter,2021-wi,MATH,285,Intro Differential Equations,ONL,1,15,8,3,7,1,1,5,4,1,1,1,1,0,"Carpenter, Bruce",49,WiSe,1.953061224489796
2021,Winter,2021-wi,MATH,415,Applied Linear Algebra,ONL,1,26,11,6,13,7,3,5,5,0,4,0,4,1,"Carpenter, Bruce",85,WiSe,1.9905882352941175
2021,Winter,2021-wi,MATH,441,Differential Equations,ONL,8,5,3,1,3,1,1,3,3,0,0,0,1,3,"McCarthy, Randy",29,WiSe,1.8448275862068964
2021,Winter,2021-wi,MCB,252,"Cells, Tissues & Development",ONL,7,5,3,4,6,4,2,2,2,1,2,0,0,0,"Rivier, David H",38,WiSe,1.9368421052631581
2021,Winter,2021-wi,MCB,450,Introductory Biochemistry,ONL,16,15,9,4,6,3,1,1,2,3,0,1,1,0,"Alt, Renee L",62,WiSe,1.6306451612903228
2021,Winter,2021-wi,MUS,133,Introduction to World Music,ONL,42,40,3,0,1,0,1,0,0,0,0,0,0,0,"Silvers, Michael B",87,WiSe,1.0413793103448277
2021,Winter,2021-wi,MUS,133,Introduction to World Music,ONL,31,10,2,1,1,0,0,0,0,0,0,0,0,0,"Silvers, Michael B",45,WiSe,1.051111111111111
2021,Winter,2021-wi,PHYS,101,College Physics: Mech & Heat,OLC,12,19,11,9,9,7,6,6,3,3,1,2,0,0,"Zich, Raymond L",88,WiSe,1.8465909090909087
2021,Winter,2021-wi,PHYS,102,College Physics: E&M & Modern,OLC,5,9,6,5,3,11,2,5,3,3,4,3,1,2,"Carrubba, James G",60,WiSe,2.2816666666666667
2021,Winter,2021-wi,PHYS,211,University Physics: Mechanics,OLC,13,2,2,3,4,0,1,1,2,1,3,2,0,1,"Shoaf, Curtis M",34,WiSe,1.9794117647058826
2021,Winter,2021-wi,PHYS,212,University Physics: Elec & Mag,OLC,14,16,4,6,5,2,4,3,4,1,3,5,1,0,"Chamberlain, Robert T",68,WiSe,1.9882352941176473
2021,Winter,2021-wi,PHYS,213,Univ Physics: Thermal Physics,OLC,18,24,11,13,14,15,12,6,6,4,1,5,0,7,"Hassani, Sadri D",129,WiSe,1.9488372093023254
2021,Winter,2021-wi,PHYS,214,Univ Physics: Quantum Physics,OLC,7,14,11,6,14,9,12,17,11,10,5,3,0,1,"Hassani, Sadri D",119,WiSe,2.384873949579832
2021,Winter,2021-wi,PSYC,100,Intro Psych,ONL,8,16,4,13,12,2,6,1,3,4,2,1,6,1,"Shenouda, Christine K",78,WiSe,2.12948717948718
2021,Winter,2021-wi,PSYC,100,Intro Psych,ONL,3,18,3,7,17,5,1,3,1,2,2,0,4,2,"Shenouda, Christine K",66,WiSe,2.0106060606060603
2021,Winter,2021-wi,REL,110,World Religions,OD,0,8,4,3,5,4,1,2,1,0,1,0,1,0,"Ebel, Jonathan H",30,WiSe,1.95
2021,Winter,2021-wi,REL,110,World Religions,OD,0,7,5,4,8,3,2,2,1,0,0,0,1,2,"Ebel, Jonathan H",33,WiSe,1.9060606060606058
2021,Winter,2021-wi,RST,100,RST in Modern Society,ONL,8,7,12,4,1,2,0,2,1,1,1,1,1,0,"Fratila, Iulia",41,WiSe,1.7146341463414634
2021,Winter,2021-wi,RST,242,Nature and American Culture,ONL,0,34,0,0,3,0,0,5,0,0,1,0,1,0,"Farr, Jeffrey R",44,WiSe,1.4545454545454546
2021,Winter,2021-wi,SOC,100,Introduction to Sociology,ONL,0,87,8,4,13,3,0,0,3,0,0,0,0,2,"Steward, Daniel J",118,WiSe,1.2457627118644068
2021,Winter,2021-wi,SOC,101,Sociology of Gender,ONL,1,5,3,1,3,1,2,2,0,1,2,0,1,0,"Clarke, Caitlin L",22,WiSe,2.181818181818182
2021,Winter,2021-wi,SOC,310,Sociology of Deviance,ONL,16,9,1,3,9,0,2,4,2,0,1,1,2,0,"Khalil, Hebatallah M",50,WiSe,1.8339999999999999
2021,Winter,2021-wi,SOCW,410,Social Welfare Pol and Svcs,ONL,8,7,8,4,1,0,0,0,0,0,0,0,0,0,"Sinha, Gaurav R",28,WiSe,1.2214285714285713
2021,Winter,2021-wi,STAT,100,Statistics,ONL,32,19,3,5,2,2,3,2,3,1,2,0,7,1,"Nguyen, Ha Khanh",81,WiSe,1.7617283950617282
2021,Winter,2021-wi,STAT,200,Statistical Analysis,ONL,20,21,11,5,2,2,2,1,1,0,1,0,0,0,"Fireman, Ellen S",66,WiSe,1.3348484848484847
2021,Winter,2021-wi,STAT,400,Statistics and Probability I,OLC,8,38,4,9,8,4,3,3,1,0,3,1,5,0,"Stepanov, Alexey G",87,WiSe,1.7632183908045977
2021,Winter,2021-wi,STAT,410,Statistics and Probability II,ONL,8,21,10,8,7,6,0,4,3,0,3,1,7,1,"Stepanov, Alexey G",78,WiSe,2.007692307692307
2021,Winter,2021-wi,STAT,420,Methods of Applied Statistics,ONL,5,14,5,0,0,0,0,0,0,0,0,0,1,0,"Unger, David",25,WiSe,1.22
2021,Winter,2021-wi,STAT,420,Methods of Applied Statistics,ONL,10,48,11,4,5,2,3,1,0,0,0,0,2,1,"Unger, David",86,WiSe,1.3348837209302324
2021,Winter,2021-wi,TAM,212,Introductory Dynamics,ONL,5,7,7,6,6,6,0,5,2,3,1,0,4,0,"Chang, Wayne",52,WiSe,2.1884615384615382
2021,Winter,2021-wi,TAM,251,Introductory Solid Mechanics,ONL,5,14,8,4,10,2,1,3,1,0,0,0,0,0,"Kim, Seok",48,WiSe,1.5791666666666666
2021,Winter,2021-wi,TAM,335,Introductory Fluid Mechanics,ONL,2,4,4,4,3,3,1,1,0,0,1,0,1,0,"Ramlawi, Nabil",24,WiSe,1.9000000000000001
2021,Winter,2021-wi,THEA,101,Introduction to Theatre Arts,ONL,14,3,2,4,1,2,0,0,0,1,0,0,0,0,"Morrissette, Jason W",27,WiSe,1.3592592592592594
2021,Winter,2021-wi,THEA,101,Introduction to Theatre Arts,ONL,21,1,2,0,1,3,2,1,0,0,0,0,1,1,"Morrissette, Jason W",32,WiSe,1.465625
2020,Fall,2020-fa,ACE,240,Personal Financial Planning,LEC,28,17,8,9,2,1,1,1,1,0,1,0,0,0,"Stoddard, Paul B",69,WiSe,1.3043478260869565
2020,Fall,2020-fa,ACE,240,Personal Financial Planning,ONL,0,142,0,0,38,0,0,14,0,0,7,0,10,0,"Lemoine, Craig",211,WiSe,1.6018957345971565
2020,Fall,2020-fa,ACE,240,Personal Financial Planning,ONL,0,227,0,0,42,0,0,12,0,0,5,0,7,0,"Lemoine, Craig",293,WiSe,1.372013651877133
2020,Fall,2020-fa,ATMS,120,Severe and Hazardous Weather,ONL,62,203,44,28,91,18,8,18,5,4,3,5,15,1,"Choate, Jessica J",504,WiSe,1.6043650793650792
2020,Fall,2020-fa,BADM,300,The Legal Environment of Bus,OLC,35,54,17,10,8,4,1,3,1,0,0,0,5,0,"Warnick, Emerson T",138,WiSe,1.4007246376811593
2020,Fall,2020-fa,BADM,300,The Legal Environment of Bus,OLC,43,38,12,10,8,2,0,0,0,0,1,0,1,0,"Warnick, Emerson T",115,WiSe,1.2452173913043478
2020,Fall,2020-fa,BADM,300,The Legal Environment of Bus,ONL,3,21,1,0,1,0,0,0,0,0,0,0,1,0,"Wright, Margaret",27,WiSe,1.1962962962962962
2020,Fall,2020-fa,BADM,300,The Legal Environment of Bus,ONL,119,41,13,6,8,1,1,2,2,0,1,0,2,0,"Wright, Margaret",196,WiSe,1.1974489795918366
2020,Fall,2020-fa,BADM,310,Mgmt and Organizational Beh,OLC,191,107,34,8,3,2,2,2,0,0,1,1,8,0,"White, Judith B",359,WiSe,1.186908077994429
2020,Fall,2020-fa,BADM,310,Mgmt and Organizational Beh,ONL,1,181,89,47,38,11,2,8,3,0,3,0,2,0,"Gill, Shahbaz",385,WiSe,1.403116883116883
2020,Fall,2020-fa,BADM,320,Principles of Marketing,OLC,228,58,17,9,6,1,0,0,0,1,0,0,0,0,"Wolters, Mark E",320,WiSe,1.066875
2020,Fall,2020-fa,BADM,320,Principles of Marketing,OLC,211,79,16,8,1,1,0,0,1,0,0,0,0,0,"Wolters, Mark E",317,WiSe,1.0473186119873819
2020,Fall,2020-fa,BADM,320,Principles of Marketing,ONL,218,114,39,16,3,3,1,1,0,0,1,0,0,0,"Wolters, Mark E",396,WiSe,1.0921717171717171
2020,Fall,2020-fa,BADM,350,IT for Networked Organizations,ONL,0,3,6,9,22,11,4,5,1,0,0,0,0,0,"Parthasarathy, Rangarajan",61,WiSe,2.040983606557377
2020,Fall,2020-fa,BADM,350,IT for Networked Organizations,ONL,0,63,1,1,0,0,0,1,0,0,0,0,0,0,"Ghoshal, Abhijeet",66,WiSe,1.0454545454545454
2020,Fall,2020-fa,BADM,350,IT for Networked Organizations,ONL,0,0,6,1,11,7,2,2,1,0,0,0,0,0,"Parthasarathy, Rangarajan",30,WiSe,2.076666666666666
2020,Fall,2020-fa,BADM,350,IT for Networked Organizations,ONL,30,5,0,0,0,1,0,0,0,0,0,0,0,0,"Sun, Ruo-Ting",36,WiSe,1.036111111111111
2020,Fall,2020-fa,BADM,350,IT for Networked Organizations,ONL,0,57,4,1,3,0,0,0,0,0,0,0,0,0,"Ghoshal, Abhijeet",65,WiSe,1.0753846153846154
2020,Fall,2020-fa,BADM,380,International Business,ONL,13,15,6,3,2,0,0,1,0,0,0,0,1,0,"Clougherty, Joseph A",41,WiSe,1.2902439024390244
2020,Fall,2020-fa,DANC,100,Intro to Contemporary Dance,OLB,9,8,3,2,2,2,0,0,0,0,1,0,0,0,"Kalogridis, Helen J",27,WiSe,1.3666666666666667
2020,Fall,2020-fa,DANC,100,Intro to Contemporary Dance,ONL,12,28,2,3,1,0,1,1,0,0,0,0,0,0,"Lewis, Tyesha",48,WiSe,1.1541666666666668
2020,Fall,2020-fa,DANC,100,Intro to Contemporary Dance,ONL,7,38,0,1,3,0,0,0,0,0,0,0,0,0,"De Jesus-Valent, Ricardo",49,WiSe,1.0755102040816327
2020,Fall,2020-fa,DANC,100,Intro to Contemporary Dance,ONL,8,19,9,4,1,2,0,0,0,0,0,0,0,0,"Beck, Kenneth D",43,WiSe,1.2116279069767442
2020,Fall,2020-fa,DANC,100,Intro to Contemporary Dance,ONL,12,19,2,2,0,0,1,0,0,0,0,0,0,0,"Chin, Abigail W",36,WiSe,1.1027777777777779
2020,Fall,2020-fa,ECON,102,Microeconomic Principles,OD,25,22,8,10,5,2,2,3,0,0,0,0,0,0,"Medina-Cortina, Eduardo M",77,WiSe,1.342857142857143
2020,Fall,2020-fa,ECON,102,Microeconomic Principles,OD,23,22,9,11,6,3,2,2,0,0,1,0,1,0,"Dee, Ethan A",80,WiSe,1.4337500000000003
2020,Fall,2020-fa,ECON,102,Microeconomic Principles,OD,15,16,13,7,14,4,0,5,1,0,0,0,0,0,"Molina Gonzalez, Cristhia",75,WiSe,1.5373333333333334
2020,Fall,2020-fa,ECON,102,Microeconomic Principles,OD,10,27,10,9,12,4,1,1,1,0,0,0,1,0,"Molina Gonzalez, Cristhia",76,WiSe,1.480263157894737
2020,Fall,2020-fa,ECON,102,Microeconomic Principles,OD,16,21,13,12,6,2,2,2,1,1,0,0,0,0,"Velentzas, Theodoros",76,WiSe,1.4381578947368423
2020,Fall,2020-fa,ECON,102,Microeconomic Principles,OD,25,20,13,4,6,1,1,4,2,0,0,0,0,0,"Velentzas, Theodoros",76,WiSe,1.3723684210526315
2020,Fall,2020-fa,ECON,102,Microeconomic Principles,OD,19,18,9,7,8,7,2,2,1,0,0,0,0,0,"Shaat, Dana",73,WiSe,1.4712328767123286
2020,Fall,2020-fa,ECON,102,Microeconomic Principles,OD,20,13,5,8,1,3,1,2,0,0,0,0,0,0,"Shaat, Dana",53,WiSe,1.3339622641509434
2020,Fall,2020-fa,ECON,102,Microeconomic Principles,ONL,0,693,0,0,55,0,0,9,0,0,9,0,28,0,"DiIanni, Isaac",794,WiSe,1.2670025188916876
2020,Fall,2020-fa,ECON,102,Microeconomic Principles,ONL,0,727,0,0,48,0,0,12,0,0,7,0,37,0,"DiIanni, Isaac",831,WiSe,1.2900120336943441
2020,Fall,2020-fa,ECON,203,Economic Statistics II,OLB,2,3,8,3,7,4,3,3,2,1,0,0,1,0,"Martinez Garcia, Humberto",37,WiSe,2.056756756756757
2020,Fall,2020-fa,ECON,203,Economic Statistics II,OLB,0,4,3,5,3,0,2,1,2,0,0,0,1,0,"Yang, Yuhao",21,WiSe,2.019047619047619
2020,Fall,2020-fa,ECON,203,Economic Statistics II,OLB,1,6,6,5,3,5,3,3,0,0,1,0,0,0,"Ghosh, Anomita",33,WiSe,1.8757575757575757
2020,Fall,2020-fa,ECON,203,Economic Statistics II,OLB,0,1,1,3,4,5,2,2,5,0,1,0,2,0,"Ghosh, Anomita",26,WiSe,2.646153846153846
2020,Fall,2020-fa,ECON,203,Economic Statistics II,OLB,1,7,3,1,4,0,8,3,0,2,0,0,5,0,"Shao, Dongning",34,WiSe,2.488235294117647
2020,Fall,2020-fa,ECON,203,Economic Statistics II,OLB,5,9,3,6,4,3,4,3,2,1,0,0,3,0,"Gualavisi Diaz, Melany A",43,WiSe,2.0488372093023255
2020,Fall,2020-fa,ECON,203,Economic Statistics II,OLB,2,10,10,9,7,3,2,4,2,0,0,0,2,0,"Gualavisi Diaz, Melany A",51,WiSe,1.8666666666666665
2020,Fall,2020-fa,ECON,203,Economic Statistics II,OLB,2,7,4,2,3,4,3,3,1,1,0,0,0,0,"Wang, Shihang",30,WiSe,1.8966666666666667
2020,Fall,2020-fa,ECON,302,Inter Microeconomic Theory,OD,8,10,5,10,4,2,1,1,1,0,0,0,0,0,"Melara Adames, Thiago",42,WiSe,1.5023809523809524
2020,Fall,2020-fa,ECON,302,Inter Microeconomic Theory,OD,14,9,9,2,3,2,2,2,0,0,0,0,0,0,"Melara Adames, Thiago",43,WiSe,1.3976744186046512
2020,Fall,2020-fa,ECON,302,Inter Microeconomic Theory,OD,6,15,10,5,5,2,0,0,0,0,0,0,0,0,"Wang, Cihang",43,WiSe,1.327906976744186
2020,Fall,2020-fa,ECON,302,Inter Microeconomic Theory,OD,11,12,3,8,3,0,1,2,0,0,0,0,1,0,"Wang, Cihang",41,WiSe,1.4682926829268292
2020,Fall,2020-fa,ECON,302,Inter Microeconomic Theory,OD,13,14,3,3,6,3,1,0,1,0,0,0,2,0,"Bauer, Anahid",46,WiSe,1.541304347826087
2020,Fall,2020-fa,ECON,302,Inter Microeconomic Theory,OD,0,2,1,7,6,4,5,3,0,2,1,0,2,0,"Kim, Sarah J",33,WiSe,2.433333333333333
2020,Fall,2020-fa,ECON,302,Inter Microeconomic Theory,OD,2,2,3,1,4,5,3,1,3,0,1,1,0,0,"Stechuk, Sunlee",26,WiSe,2.246153846153846
2020,Fall,2020-fa,ECON,302,Inter Microeconomic Theory,OD,2,1,3,2,4,2,2,4,2,2,1,0,2,0,"Valencia Rivamo, Christia",27,WiSe,2.5296296296296297
2020,Fall,2020-fa,ECON,302,Inter Microeconomic Theory,OD,2,0,2,1,4,0,2,2,1,1,2,1,3,0,"Romero, Maria N",21,WiSe,2.857142857142857
2020,Fall,2020-fa,ECON,302,Inter Microeconomic Theory,OD,1,6,1,1,2,5,4,2,1,1,0,0,0,0,"Mocanu, Tatiana",24,WiSe,2.0541666666666667
2020,Fall,2020-fa,ECON,302,Inter Microeconomic Theory,OD,2,3,0,2,3,2,5,1,3,3,0,3,2,0,"De Souza Godeli, Arthur",29,WiSe,2.737931034482759
2020,Fall,2020-fa,ECON,302,Inter Microeconomic Theory,OD,1,1,1,2,1,2,0,5,3,0,2,0,4,0,"De Souza Godeli, Arthur",22,WiSe,3.0090909090909084
2020,Fall,2020-fa,ECON,303,Inter Macroeconomic Theory,OD,4,7,7,9,3,2,2,1,0,0,0,0,1,0,"Yue, Yang",36,WiSe,1.65
2020,Fall,2020-fa,ECON,303,Inter Macroeconomic Theory,OD,3,5,4,6,9,3,7,1,0,0,0,0,0,0,"Yue, Yang",38,WiSe,1.8473684210526315
2020,Fall,2020-fa,ECON,303,Inter Macroeconomic Theory,OD,1,8,5,7,4,2,6,1,0,1,0,1,1,0,"Yue, Yang",37,WiSe,1.9513513513513514
